cost_yr,median_income,affordability_ratio,ave_fam_size
6911,33677,0.2052136,3.05
7533,42250,0.1783074,3.11
9227,21446,0.4302208,4.04
9227,92171,0.1001022,4.04
9227,21804,0.423157,4.04
7970,17768,0.4485793,3.67
7970,11473,0.6947056,3.67
7970,17527,0.4547474,3.67
7197,29250,0.2460347,3.11
7197,29625,0.2429204,3.11
8266,68214,0.1211844,3.59
8266,71250,0.1160207,3.59
8266,68214,0.1211844,3.59
8081,20417,0.3957751,3.5
8081,42938,0.1881909,3.5
8081,22778,0.3547519,3.5
8081,47059,0.1717108,3.5
8081,24782,0.3260649,3.5
4620,4915,0.93992,2.12
4620,15260,0.3027331,2.12
7625,24712,0.308547,3.38
7625,36023,0.2116652,3.38
7625,25964,0.2936687,3.38
8561,30286,0.2826655,3.6
8561,30071,0.2846865,3.6
9260,33167,0.279189,4.01
9260,21326,0.4342053,4.01
9260,40729,0.227353,4.01
9260,25684,0.3605303,4.01
6795,50441,0.1347041,2.97
6795,36974,0.1837673,2.97
6795,26049,0.2608396,2.97
6795,42538,0.1597304,2.97
6795,202813,0.0335019,2.97
6795,37262,0.1823469,2.97
5506,60455,0.0910696,2.5
5248,3100,1.6929666,2.53
5982,37443,0.1597692,2.5
5982,35057,0.1706432,2.5
8105,17500,0.4631371,3.86
8105,9628,0.841805,3.86
6253,20833,0.3001516,2.93
6253,11848,0.5277733,2.93
6253,11976,0.5221324,2.93
7884,51042,0.1544644,3.37
7884,72639,0.1085391,3.37
7884,29808,0.2644985,3.37
7884,50227,0.1569708,3.37
7884,95385,0.0826563,3.37
7884,41883,0.1882428,3.37
5653,3021,1.8711043,2.66
5653,44233,0.1277916,2.66
5653,43011,0.1314223,2.66
6450,18646,0.3459164,2.87
6450,18646,0.3459164,2.87
5987,34719,0.1724424,2.54
5987,40688,0.1471448,2.54
7434,9569,0.7768736,3.19
7434,29375,0.2530691,3.19
7434,44623,0.1665935,3.19
7434,110100,0.0675196,3.19
7434,40040,0.1856619,3.19
5921,19076,0.3103968,2.55
5921,19125,0.3096016,2.55
5859,60993,0.0960585,2.52
5859,60993,0.0960585,2.52
6644,35529,0.1870016,2.98
6644,26406,0.2516087,2.98
6732,33409,0.2014896,3.07
6732,10517,0.6400652,3.07
6732,26172,0.2572049,3.07
8767,25787,0.3399678,3.91
7447,26103,0.2852958,3.21
7447,28438,0.2618706,3.21
7447,32677,0.2278996,3.21
7447,49773,0.1496208,3.21
7447,65913,0.1129834,3.21
7447,34135,0.2181654,3.21
8300,28194,0.2943806,3.75
8300,23214,0.3575328,3.75
7249,18042,0.4017802,3.28
7249,11538,0.6282647,3.28
7779,35857,0.2169376,3.21
7779,35857,0.2169376,3.21
8852,19364,0.4571273,3.82
8852,20481,0.4321963,3.82
6228,42214,0.1475418,2.62
6228,75923,0.0820348,2.62
6228,38125,0.163366,2.62
6228,51339,0.1213177,2.62
6228,105481,0.0590469,2.62
6228,48167,0.129307,2.62
6882,66806,0.1030173,2.9
6882,61563,0.1117907,2.9
6882,110500,0.0622821,2.9
6882,70809,0.0971935,2.9
8518,15659,0.5439946,3.94
8518,15659,0.5439946,3.94
5132,53558,0.0958165,2.15
5132,53558,0.0958165,2.15
7522,41927,0.1794008,3.06
7522,152647,0.0492754,3.06
7522,49479,0.1520188,3.06
7522,49205,0.1528653,3.06
7522,48112,0.1563381,3.06
7697,52656,0.1461661,3.49
7697,23264,0.330834,3.49
7697,39191,0.1963849,3.49
7697,53828,0.1429836,3.49
7697,5104,1.5079391,3.49
7697,39273,0.1959749,3.49
6476,33625,0.1925975,2.73
6476,53479,0.121096,2.73
6476,44696,0.1448919,2.73
6571,203056,0.0323618,2.77
6571,21574,0.3045918,2.77
6571,74044,0.0887481,2.77
6571,79839,0.0823064,2.77
6571,77826,0.0844353,2.77
6713,43686,0.1536715,2.91
6713,16522,0.4063245,2.91
6713,22875,0.2934773,2.91
6713,46917,0.1430887,2.91
6713,32439,0.2069513,2.91
7574,35909,0.2109265,3.4
7574,55395,0.13673,3.4
7574,55066,0.137547,3.4
9772,17950,0.54442,4.56
9772,17950,0.54442,4.56
7703,97813,0.0787477,3.58
8700,7426,1.1716172,3.99
8700,17944,0.4848657,3.99
8700,12348,0.7046023,3.99
8700,17585,0.4947643,3.99
8456,14948,0.5657111,3.77
8456,19750,0.4281646,3.77
8456,19583,0.4318159,3.77
9675,18856,0.5131128,4.15
9675,19047,0.5079674,4.15
8170,19091,0.4279364,3.61
8170,21816,0.3744835,3.61
8170,31750,0.2573144,3.61
8170,21373,0.3822455,3.61
9792,45250,0.2164047,4.17
7627,48750,0.1564547,3.16
7627,53854,0.1416268,3.16
7627,56346,0.1353631,3.16
7627,52372,0.1456344,3.16
7202,37446,0.1923259,3.01
7202,47019,0.1531686,3.01
7202,46731,0.1541126,3.01
7937,17257,0.4599576,3.58
7937,20893,0.3799114,3.58
7937,17431,0.4553662,3.58
7146,48958,0.1459633,3.08
7146,44631,0.1601145,3.08
7729,19656,0.3931914,3.38
7729,36500,0.2117416,3.38
7729,26433,0.2923834,3.38
4986,23276,0.2142095,2.09
4986,23276,0.2142095,2.09
8452,21635,0.3906677,3.9
8452,5833,1.4490134,3.9
5836,4583,1.2734977,2.44
8042,65078,0.1235734,3.46
8042,45464,0.1768852,3.46
8042,33811,0.2378489,3.46
8042,58958,0.1364006,3.46
8042,74405,0.1080829,3.46
8042,35352,0.227481,3.46
8596,29821,0.2882666,3.57
8596,15679,0.5482747,3.57
8596,38393,0.2239054,3.57
8596,26029,0.3302623,3.57
6754,112813,0.0598713,2.94
6754,30962,0.218147,2.94
6754,51354,0.1315237,2.94
6754,66741,0.1012012,2.94
6754,65223,0.1035565,2.94
5959,16852,0.3535819,2.56
5959,17037,0.3497424,2.56
6444,43162,0.1492966,2.69
6444,43162,0.1492966,2.69
7033,15274,0.4604377,3.42
7033,15061,0.4669494,3.42
8544,25000,0.3417528,3.73
8544,23150,0.3690635,3.73
8544,26932,0.3172367,3.73
6889,16875,0.4082079,2.98
6889,23333,0.295226,2.98
6889,22404,0.3074678,2.98
8805,17267,0.5099322,3.8
8805,60288,0.146049,3.8
8805,17350,0.5074928,3.8
8725,72500,0.1203434,3.96
8725,66250,0.1316966,3.96
9866,38833,0.2540727,4.31
9866,26183,0.3768248,4.31
9866,28355,0.34796,4.31
8502,19115,0.4447601,3.42
8502,19375,0.4387917,3.42
8036,12188,0.6593309,3.71
8036,13682,0.5873355,3.71
8036,13649,0.5887556,3.71
4258,15321,0.2779102,1.94
4258,15321,0.2779102,1.94
9974,9188,1.0855399,4.31
9974,29052,0.3433134,4.31
9974,28513,0.3498033,4.31
7143,55000,0.1298815,3.13
7143,75227,0.094959,3.13
6770,40833,0.1657906,2.87
6770,26779,0.2527998,2.87
6770,47188,0.1434629,2.87
6770,31063,0.2179354,2.87
8138,23750,0.3426337,3.47
8138,21250,0.3829436,3.47
9160,32039,0.2859065,3.92
9160,22261,0.411489,3.92
9160,39438,0.2322673,3.92
9160,50250,0.1822917,3.92
9160,39784,0.2302473,3.92
6574,16250,0.4045434,3.19
6574,20779,0.316369,3.19
6574,22225,0.2957854,3.19
6574,31521,0.208554,3.19
6574,33393,0.1968625,3.19
6574,23172,0.2836972,3.19
7309,55417,0.1318955,3.24
7309,17431,0.4193249,3.24
7309,17264,0.4233811,3.24
7309,17372,0.420749,3.24
9180,53214,0.1725173,3.69
9180,31289,0.2934046,3.69
9180,31914,0.2876586,3.69
5881,29875,0.1968632,2.69
5881,70893,0.0829601,2.69
5881,56250,0.1045562,2.69
5881,11923,0.4932726,2.69
5881,34318,0.1713762,2.69
6693,46424,0.1441701,2.85
6693,96210,0.0695661,2.85
6693,43058,0.1554404,2.85
6693,160662,0.0416586,2.85
6693,44923,0.1489872,2.85
9168,29254,0.3133866,3.98
9168,25376,0.3612788,3.98
9168,47639,0.1924434,3.98
9168,26053,0.3518908,3.98
6432,12665,0.5078412,2.94
6432,25081,0.2564415,2.94
6432,22941,0.2803631,2.94
9245,12209,0.7572436,3.75
9245,59044,0.1565813,3.75
9245,11948,0.7737853,3.75
6664,71186,0.093612,2.8
6664,62639,0.1063853,2.8
6664,65833,0.1012238,2.8
6664,67000,0.0994607,2.8
6383,23106,0.2762382,2.84
6910,71983,0.0959939,3.15
6383,30083,0.2121717,2.84
6383,32222,0.198087,2.84
6910,65882,0.1048834,3.15
6910,71897,0.0961087,3.15
6383,27131,0.2352571,2.84
6430,46071,0.1395648,2.66
6430,46071,0.1395648,2.66
7151,44537,0.1605664,3.16
7151,43880,0.1629705,3.16
7151,36134,0.1979063,3.16
7151,29120,0.245575,3.16
7151,46418,0.1540597,3.16
7151,54500,0.1312137,3.16
7151,44018,0.1624596,3.16
7499,26719,0.2806686,3.42
7499,26719,0.2806686,3.42
7461,39833,0.187303,3.31
7461,53750,0.1388063,3.31
4980,15236,0.3268318,2.4
4980,24111,0.2065285,2.4
4980,15613,0.3189399,2.4
7264,22386,0.3245064,3.25
7264,15313,0.4743943,3.25
7264,21591,0.336455,3.25
6315,32558,0.1939649,2.98
6315,68672,0.0919604,2.98
6315,55076,0.1146617,2.98
5178,24000,0.2157364,2.32
5178,24000,0.2157364,2.32
6902,34942,0.1975316,3.35
6902,31027,0.2224562,3.35
6902,24992,0.2761743,3.35
6902,31380,0.2199538,3.35
6902,15268,0.4520664,3.35
6902,27359,0.2522808,3.35
5679,20625,0.2753673,2.41
5679,45898,0.1237407,2.41
8086,46658,0.1732929,3.63
6156,41184,0.1494795,2.79
6156,16383,0.3757654,2.79
6156,18214,0.3379908,2.79
6156,19375,0.3177375,2.79
8429,34950,0.2411815,3.73
8429,25458,0.3311059,3.73
8429,28625,0.2944732,3.73
6476,6701,0.9664254,2.81
6476,22054,0.2936436,2.81
6476,46188,0.1402099,2.81
6476,38250,0.1693076,2.81
6090,41061,0.1483206,2.67
6090,41818,0.1456357,2.67
7509,32045,0.2343312,3.33
7509,26677,0.2814838,3.33
7509,26676,0.2814944,3.33
7509,50529,0.1486106,3.33
7509,16864,0.4452765,3.33
7509,35276,0.2128683,3.33
7264,29096,0.2496398,3.08
7264,28432,0.2554699,3.08
7103,31394,0.2262446,3.36
7103,50625,0.1403007,3.36
7103,36490,0.1946485,3.36
10341,22404,0.4615909,4.43
10341,22404,0.4615909,4.43
5812,72750,0.079892,2.43
5812,58833,0.0987905,2.43
8049,11771,0.6837568,3.32
7077,30521,0.2318572,3.07
7077,30521,0.2318572,3.07
9195,50924,0.1805691,4
9195,22202,0.4141654,4
9195,42143,0.2181929,4
9095,10278,0.8848908,4.03
9095,10278,0.8848908,4.03
9163,19583,0.4679245,3.95
9163,16035,0.5714602,3.95
9163,16512,0.5549518,3.95
7231,33103,0.2184273,3.23
7231,19824,0.3647397,3.23
7231,28250,0.2559504,3.23
7231,32336,0.2236083,3.23
7231,42250,0.1711385,3.23
7231,30250,0.2390281,3.23
6235,59464,0.1048567,2.76
6235,40625,0.1534818,2.76
6235,31176,0.2,2.76
6235,51840,0.1202778,2.76
6235,49854,0.1250692,2.76
9571,30129,0.3176751,4.08
9571,40542,0.2360819,4.08
9571,26216,0.3650913,4.08
9571,40461,0.2365545,4.08
9571,52872,0.1810265,4.08
9571,29546,0.3239435,4.08
6667,13864,0.480895,3
6667,16837,0.3959807,3
6667,19786,0.3369619,3
6667,20741,0.3214468,3
6667,17679,0.3771213,3
7437,4345,1.7115537,3.52
7437,10236,0.7265241,3.52
7961,38795,0.2052123,3.41
7961,38795,0.2052123,3.41
5204,24551,0.2119535,2.16
5204,24551,0.2119535,2.16
6389,4005,1.5952426,3.06
6389,40122,0.159238,3.06
6389,14279,0.4474366,3.06
7746,20694,0.3743219,3.64
7746,21528,0.3598206,3.64
7010,10833,0.6470631,3.27
7010,18162,0.3859506,3.27
7010,16098,0.4354351,3.27
6438,77868,0.0826799,2.82
6438,52250,0.1232176,2.82
6438,79127,0.0813644,2.82
6438,78214,0.0823141,2.82
7633,36250,0.2105736,3.28
7633,41250,0.1850495,3.28
7633,65272,0.1169459,3.28
7633,12217,0.6248091,3.28
7633,47078,0.1621414,3.28
7830,53068,0.1475549,3.45
7830,13490,0.5804629,3.45
7830,50913,0.1538005,3.45
8820,27542,0.3202506,3.96
8820,21344,0.4132469,3.96
5876,16875,0.348228,2.64
8083,23860,0.3387837,4.04
8083,23860,0.3387837,4.04
7168,51838,0.1382807,3.12
7168,24375,0.2940798,3.12
7168,46667,0.1536031,3.12
7168,48571,0.1475818,3.12
7168,50357,0.1423475,3.12
7168,41272,0.1736818,3.12
8558,50491,0.1694963,3.56
9503,45769,0.2076366,4
9503,31364,0.3030008,4
9503,38056,0.2497193,4
9503,37182,0.2555892,4
7701,35451,0.2172344,3.48
7701,31639,0.2434077,3.48
7701,16809,0.458158,3.48
7701,16884,0.4561228,3.48
7701,29821,0.2582468,3.48
7701,21974,0.3504677,3.48
7701,14008,0.5497699,3.48
7701,19374,0.3975006,3.48
6087,54464,0.1117536,2.52
6947,16058,0.4326286,3.02
6947,10625,0.6538494,3.02
6947,15341,0.4528486,3.02
7293,25605,0.2848226,3.13
7293,59139,0.1233176,3.13
7293,33386,0.2184413,3.13
7293,33348,0.2186902,3.13
7293,107875,0.0676049,3.13
7293,32892,0.2217221,3.13
8142,26667,0.3053313,3.61
8142,51520,0.1580409,3.61
8142,39071,0.2083967,3.61
8188,17461,0.4689344,3.52
8188,21154,0.3870693,3.52
8188,22917,0.3572921,3.52
8549,33194,0.2575602,3.63
8549,42083,0.203157,3.63
8549,31505,0.2713682,3.63
8549,40861,0.2092326,3.63
8549,51250,0.1668186,3.63
8549,33358,0.256294,3.63
7977,27569,0.2893396,3.39
7977,25707,0.3102969,3.39
7977,15206,0.5245825,3.39
7977,36250,0.2200497,3.39
7977,19912,0.4006028,3.39
8957,32537,0.2752732,3.66
8957,34632,0.2586211,3.66
5205,22527,0.2310401,2.18
5205,22527,0.2310401,2.18
6941,30677,0.2262514,3
7852,23125,0.3395592,3.24
7852,23750,0.3306234,3.24
7638,143558,0.053204,3.39
7638,20119,0.3796344,3.39
7638,30750,0.2483858,3.39
7638,23750,0.3215943,3.39
8103,22031,0.3678105,3.46
8103,28281,0.2865257,3.46
8103,28854,0.2808357,3.46
7043,39808,0.1769302,2.98
7043,55541,0.1268115,2.98
7043,33272,0.2116866,2.98
7043,32211,0.2186593,2.98
7043,72981,0.0965078,2.98
7043,33735,0.2087813,2.98
7414,67292,0.1101822,3.13
7414,75521,0.0981764,3.13
7414,37638,0.1969918,3.13
7414,51719,0.1433589,3.13
7414,57750,0.1283875,3.13
7414,39188,0.1892002,3.13
5107,42243,0.1209062,2.14
5107,42243,0.1209062,2.14
6933,12806,0.5414088,3.06
6933,14158,0.4897076,3.06
6569,36389,0.1805205,2.87
6569,53017,0.1239029,2.87
6569,56042,0.117215,2.87
6569,49891,0.1316663,2.87
9448,26058,0.3625715,4.2
9448,28355,0.3332001,4.2
8806,20807,0.423207,4.05
8806,20521,0.4291052,4.05
9985,23797,0.41959,4.72
9985,24033,0.4154697,4.72
7579,31500,0.2406015,3.3
7579,26900,0.2817452,3.3
7579,32077,0.2362735,3.3
6614,61950,0.1067609,2.88
6614,71434,0.0925867,2.88
5609,53477,0.1048921,2.53
6481,4472,1.4491424,2.92
6481,28288,0.2290924,2.92
6481,27512,0.2355541,2.92
5988,23750,0.2521453,2.48
5988,23750,0.2521453,2.48
16213,38365,0.4226014,7.2
16213,38365,0.4226014,7.2
7984,11750,0.6795051,3.3
7984,11607,0.6878767,3.3
5525,37151,0.1487235,2.57
5525,43385,0.1273534,2.57
7436,41250,0.1802714,3.37
9542,37946,0.2514501,4.44
9542,38287,0.2492106,4.44
4731,19188,0.2465692,2.03
7190,35811,0.200763,3.13
7190,4919,1.4615825,3.13
7190,30732,0.2339426,3.13
7052,22813,0.3091186,2.97
7052,22688,0.3108217,2.97
7052,22399,0.314832,2.97
6426,15455,0.4158197,2.93
6426,17273,0.3720542,2.93
5655,44083,0.1282908,2.45
5655,43167,0.1310131,2.45
8534,27604,0.3091487,3.55
8534,33594,0.2540257,3.55
8534,29063,0.293629,3.55
8258,46905,0.176059,3.44
8258,36563,0.225858,3.44
8258,72994,0.1131332,3.44
8258,43611,0.189357,3.44
7975,26914,0.2963115,3.29
7975,91250,0.0873965,3.29
7975,26563,0.3002269,3.29
7229,12500,0.5782874,3.36
7229,12500,0.5782874,3.36
7683,30625,0.2508607,3.36
7683,20417,0.3762848,3.36
7683,19425,0.395501,3.36
7683,31014,0.2477142,3.36
7683,22148,0.3468759,3.36
6455,16250,0.3972058,3.02
6455,14286,0.4518125,3.02
5862,70952,0.0826194,3.04
5862,70952,0.0826194,3.04
5643,72669,0.0776515,2.65
8162,13424,0.6080066,3.59
8162,23078,0.353665,3.59
7491,15625,0.479402,3.23
7491,32139,0.2330706,3.23
7491,19870,0.3769832,3.23
7491,51319,0.1459626,3.23
7491,29922,0.2503394,3.23
6298,31974,0.1969769,2.63
6298,30921,0.2036849,2.63
7958,52269,0.1522438,3.54
7958,31534,0.2523508,3.54
7958,26532,0.2999257,3.54
7958,37381,0.212879,3.54
7958,26840,0.296484,3.54
7958,42770,0.1860563,3.54
7958,31941,0.2491353,3.54
7316,19958,0.3665645,3.28
7316,40476,0.1807465,3.28
7316,30078,0.2432308,3.28
9018,44618,0.2021212,4.03
9018,44896,0.2008697,4.03
7384,13667,0.5402453,3.21
7384,17313,0.4264733,3.21
7384,23108,0.3195228,3.21
7384,12344,0.5981475,3.21
7384,19368,0.3812233,3.21
6742,92785,0.0726611,2.97
6742,27260,0.2473171,2.97
6742,55700,0.1210389,2.97
6742,67813,0.0994185,2.97
6742,39038,0.1727,2.97
6742,56183,0.1199983,2.97
5906,44554,0.1325565,2.47
5906,78250,0.0754751,2.47
5906,79375,0.0744053,2.47
8611,40648,0.2118363,3.73
8611,20360,0.4229234,3.73
8611,21808,0.3948423,3.73
8611,21598,0.3986814,3.73
7735,13509,0.5726139,3.42
7735,13662,0.5662012,3.42
7072,3375,2.0955141,3.24
7072,7935,0.8912867,3.24
8465,33333,0.2539526,3.63
8465,28175,0.3004437,3.63
8465,19466,0.4348608,3.63
8465,39234,0.2157568,3.63
8465,25000,0.3386,3.63
8465,27896,0.3034486,3.63
7117,43786,0.1625308,2.94
7117,209583,0.0339559,2.94
7117,96154,0.0740122,2.94
5232,6897,0.7585247,2.53
5232,6897,0.7585247,2.53
6547,21742,0.3011075,2.89
6547,47885,0.1367167,2.89
6547,21098,0.3102986,2.89
7417,16449,0.4509033,3.41
7417,16790,0.4417456,3.41
9582,62250,0.1539235,4.22
9582,7153,1.3395413,4.22
9582,16875,0.5678067,4.22
8528,18720,0.4555724,3.52
8528,19732,0.4322073,3.52
8754,14207,0.6161994,3.68
8754,21364,0.4097709,3.68
8754,20114,0.4352364,3.68
5862,40868,0.1434378,2.37
5862,40957,0.1431261,2.37
6781,19640,0.3452474,2.98
6781,79018,0.0858116,2.98
6781,20476,0.3311516,2.98
7958,17019,0.4676193,3.78
7958,17019,0.4676193,3.78
6884,75125,0.0916293,2.92
6884,68846,0.0999862,2.92
6884,31250,0.2202768,2.92
6884,50167,0.1372147,2.92
6884,51034,0.1348836,2.92
6884,49045,0.1403537,2.92
9309,20652,0.4507746,4.01
9309,20652,0.4507746,4.01
10088,9921,1.0168273,4.77
10088,9921,1.0168273,4.77
5205,26250,0.198272,2.18
6897,48017,0.1436437,2.9
6897,48017,0.1436437,2.9
6718,69318,0.0969115,3.24
6718,36364,0.1847351,3.24
6718,21714,0.3093722,3.24
6718,30464,0.220513,3.24
6718,77153,0.08707,3.24
6718,27174,0.2472109,3.24
6654,25804,0.2578841,2.97
6654,47273,0.1407662,2.97
6654,27596,0.2411379,2.97
6157,6964,0.8840971,3.16
6157,18750,0.3283655,3.16
8503,11736,0.7244824,3.74
8503,22132,0.3841734,3.74
8503,55536,0.1530994,3.74
8503,19227,0.442218,3.74
8503,22283,0.3815701,3.74
7678,63490,0.1209391,3.29
7678,32713,0.2347208,3.29
7678,20393,0.3765224,3.29
7678,22174,0.3462804,3.29
7678,33575,0.2286946,3.29
7678,30115,0.25497,3.29
7939,20711,0.3833137,3.83
7939,20711,0.3833137,3.83
5496,20436,0.2689489,2.3
5496,20436,0.2689489,2.3
5008,58114,0.0861804,2.29
5008,57895,0.0865064,2.29
6830,37679,0.1812744,2.82
6830,37969,0.1798898,2.82
6830,51757,0.1319674,2.82
6830,52595,0.1298647,2.82
6830,85781,0.0796241,2.82
6830,46809,0.1459172,2.82
8994,38056,0.2363412,3.83
8994,38056,0.2363412,3.83
5417,44194,0.1225731,2.56
5417,23542,0.2300993,2.56
7570,35759,0.2116904,3.94
7570,36205,0.2090827,3.94
6188,34259,0.1806162,2.7
6188,33333,0.1856338,2.7
5399,177763,0.0303721,2.26
5399,177763,0.0303721,2.26
6532,6932,0.9423334,2.94
6532,21042,0.3104389,2.94
6444,24028,0.2681846,2.69
7758,21599,0.3591856,3.37
7758,16221,0.4782719,3.37
7758,20507,0.3783122,3.37
8725,11875,0.7347585,3.87
8725,11875,0.7347585,3.87
4801,45833,0.1047605,2.28
4801,45833,0.1047605,2.28
8725,28871,0.3022134,4.09
8725,29395,0.2968261,4.09
5743,56696,0.1012983,2.38
5743,55714,0.1030837,2.38
5503,226071,0.0243409,2.48
5503,225357,0.024418,2.48
8922,20077,0.4443992,4.08
8922,20596,0.4332008,4.08
8136,15592,0.5217974,3.61
8136,17833,0.4562253,3.61
8136,16653,0.4885525,3.61
9722,31932,0.3044457,4.4
9722,31484,0.3087778,4.4
9722,31743,0.3062584,4.4
7572,10851,0.69784,3.22
7572,26615,0.2845111,3.22
7572,11436,0.6621425,3.22
7732,38250,0.2021396,3.22
7144,19511,0.3661395,2.95
7144,23229,0.3075358,2.95
7144,41994,0.1701135,2.95
7144,41220,0.1733078,2.95
8133,60298,0.134873,3.32
8133,40703,0.1998028,3.32
8133,53409,0.1522697,3.32
8133,54735,0.1485808,3.32
8048,50263,0.1601125,3.44
8048,37286,0.2158379,3.44
8048,33036,0.243605,3.44
8048,61202,0.1314946,3.44
8048,36000,0.2235481,3.44
8048,37500,0.2146062,3.44
5585,27163,0.2056175,2.69
5585,26250,0.2127691,2.69
5585,48167,0.1159547,2.69
5585,26622,0.209796,2.69
5585,31354,0.1781332,2.69
7804,105662,0.0738573,3.24
7804,46970,0.1661468,3.24
7804,41000,0.1903394,3.24
7804,47566,0.164065,3.24
7352,29531,0.2489702,3.09
7352,17333,0.4241816,3.09
7352,53214,0.1381655,3.09
7352,27390,0.2684315,3.09
7352,26802,0.2743205,3.09
7299,21932,0.3327882,3.59
7299,32083,0.2274947,3.59
7299,17642,0.4137122,3.59
7299,34355,0.2124497,3.59
7299,25750,0.2834451,3.59
9393,34100,0.27544,4.12
9393,28151,0.3336473,4.12
9393,24722,0.3799249,4.12
9393,28932,0.3246407,4.12
7367,24452,0.3012967,3.14
7367,56131,0.131252,3.14
7367,35711,0.2063036,3.14
7138,15980,0.4466589,3.27
7138,14792,0.4825317,3.27
7138,12469,0.5724284,3.27
7138,15957,0.4473027,3.27
5572,7256,0.7678523,2.31
5572,7256,0.7678523,2.31
7294,42000,0.1736734,3.05
7294,67750,0.1076647,3.05
7294,47000,0.1551975,3.05
7294,48958,0.1489906,3.05
5916,62589,0.0945261,2.5
5916,62821,0.094177,2.5
7566,46583,0.1624116,3.25
7566,56027,0.1350353,3.25
7566,46556,0.1625058,3.25
6119,22411,0.2730378,2.58
6119,77500,0.0789555,2.58
6119,100152,0.0610976,2.58
6584,49844,0.1320982,2.69
6584,52900,0.124467,2.69
6606,11792,0.5601979,2.77
6606,13176,0.501355,2.77
6606,41923,0.1575711,2.77
6606,19559,0.3377399,2.77
6699,37288,0.1796517,2.8
6699,33171,0.2019491,2.8
6699,59911,0.1118134,2.8
6699,39053,0.1715323,2.8
5557,87734,0.063338,2.47
5294,60089,0.0881091,2.45
5294,60089,0.0881091,2.45
6180,11726,0.5270031,2.61
6180,10119,0.6106966,2.61
8860,23625,0.3750064,3.76
8860,25968,0.3411709,3.76
8860,40625,0.2180807,3.76
8860,27180,0.3259576,3.76
7369,55833,0.1319802,3.1
7369,33750,0.2183363,3.1
7369,52850,0.1394295,3.1
7369,66723,0.1104394,3.1
7369,52813,0.1395272,3.1
7369,58333,0.1263239,3.1
5955,9643,0.6175607,2.75
9976,22929,0.4350809,4.15
9976,70286,0.141934,4.15
9976,23286,0.4284107,4.15
7279,28000,0.2599566,2.97
7279,31136,0.2337739,2.97
7648,32941,0.2321664,3.34
7648,32941,0.2321664,3.34
6517,35303,0.1845973,2.72
6517,35303,0.1845973,2.72
8939,20300,0.4403546,3.83
8939,49853,0.1793111,3.83
8939,23750,0.3763873,3.83
6633,12440,0.5331665,2.84
6633,11071,0.5990959,2.84
5345,40724,0.1312423,2.61
5345,30789,0.1735916,2.61
5345,30592,0.1747095,2.61
7204,39120,0.1841577,3.57
8085,47697,0.1695166,3.41
8085,51310,0.1575801,3.41
8085,32204,0.2510692,3.41
8085,47708,0.1694775,3.41
8085,55750,0.1450302,3.41
8085,46629,0.1733993,3.41
9681,20219,0.4788093,4.33
9681,19103,0.5067815,4.33
8074,11484,0.7030793,3.47
8074,32750,0.2465393,3.47
8074,13907,0.5805826,3.47
8074,17320,0.4661757,3.47
8074,26745,0.3018943,3.47
8074,35391,0.2281417,3.47
8074,19550,0.4130006,3.47
5853,13633,0.4293601,2.51
5853,50192,0.1166215,2.51
5853,18984,0.3083368,2.51
5913,119342,0.0495468,2.53
5913,66000,0.0895911,2.53
6767,35294,0.1917327,2.73
6767,33594,0.2014351,2.73
8540,8043,1.0618538,3.93
8540,9348,0.9136169,3.93
9502,19180,0.4953929,4.21
9502,18472,0.5143804,4.21
9502,39709,0.2392816,4.21
9502,36694,0.2589425,4.21
9502,37733,0.2518123,4.21
9943,68350,0.1454739,4.13
9943,68350,0.1454739,4.13
7470,37014,0.2018035,3.25
7470,16343,0.4570493,3.25
7470,26563,0.2812015,3.25
7470,67725,0.1102924,3.25
7470,35764,0.2088568,3.25
6898,14125,0.4883671,3.1
6898,14125,0.4883671,3.1
7230,11094,0.6516961,3.26
7230,72813,0.0992943,3.26
7230,12188,0.5931996,3.26
5205,25058,0.2076998,2.49
6587,19792,0.3328059,3.17
6587,52857,0.1246173,3.17
6587,18516,0.3557407,3.17
6587,41923,0.1571189,3.17
6587,9813,0.6712417,3.17
6587,27743,0.2374255,3.17
7792,22960,0.339369,3.57
7792,23816,0.3271714,3.57
7792,8321,0.9364155,3.57
7792,16302,0.4779728,3.57
7792,16354,0.4764531,3.57
6303,3804,1.656932,3.19
6303,4130,1.5261427,3.19
7894,30268,0.260807,3.68
7894,22500,0.3508492,3.68
7894,15978,0.494061,3.68
7894,19276,0.4095303,3.68
7894,20084,0.3930545,3.68
7561,27688,0.2730916,3.38
7561,14434,0.5238576,3.38
7561,14788,0.5113173,3.38
6503,37645,0.1727559,2.8
6503,38750,0.1678295,2.8
4756,35341,0.1345747,2.17
4756,29219,0.1627709,2.17
6744,38258,0.1762778,2.94
6744,38269,0.1762271,2.94
6744,37826,0.178291,2.94
6559,64398,0.1018566,2.94
6559,37741,0.1737994,2.94
6559,28429,0.2307278,2.94
6559,52656,0.1245701,2.94
6559,30450,0.2154142,2.94
6825,12500,0.5460104,3.27
6825,43199,0.1579928,3.27
6825,12473,0.5471923,3.27
6825,15117,0.4514871,3.27
6230,23654,0.2633614,2.68
6230,23654,0.2633614,2.68
8389,13393,0.6263965,3.84
8389,26010,0.3225424,3.84
8389,14330,0.5854381,3.84
6263,33426,0.1873595,2.8
6263,32292,0.193939,2.8
6263,31042,0.2017486,2.8
7984,18681,0.4273836,3.53
